Temp
28
30
32
32
32
32
33
33
33
33
33
32
32
32
32
33
35
34
34
33
33
34
33
32
32
32
31
31
33
33
33
32
32
32
31
31
32
34
34
33
34
34
32
33
32
33
33
34
33
33
34
33
32
34
34
33
32
32
34
33
32
35
35
35
32
33
33
34
34
31
35
32
33
33
34
34
31
34
34
35
35
34
35
34
35
35
35
34
33
33
34
33
33
32
35
34
34
35
33
34
34
36
36
34
35
35
35
34
36
33
33
34
32
34
34
34
31
32
32
33
35
35
33
34
34
34
33
32
33
34
34
32
34
34
34
34
28
32
31
31
34
34
34
28
32
31
31
33
33
34
34
32
31
32
33
34
33
34
29
33
33
32
32
34
32
33
33
32
34
33
32
33
32
30
32
34
33
32
33
32
30
32
33
32
32
31
32
33
33
33
32
30
32
33
31
31
31
30
32
33
33
33
33
34
34
31
32
31
31
33
33
34
34
33
33
31
34
32
32
33
34
33
34
33
34
31
34
31
30
30
31
29
31
30
31
26
30
32
32
32
32
29
30
30
32
32
32
32
29
30
30
32
32
32
34
32
31
31
31
30
32
32
32
32
29
30
32
33
34
33
32
31
34
34
34
33
33
33
32
34
34
31
33
33
32
29
26
28
27
28
28
26
28
28
32
29
32
31
30
32
31
27
32
32
32
32
31
31
32
33
30
28
30
31
32
32
33
30
28
30
31
32
31
31
32
31
32
33
33
34
33
33
34
26
33
33
32
32
32
30
31
30
32
33
32
33
33
31
32
32
33
32
33
33
31
32
32
32
33
32
28
25
30
32
31
32
31
32
32
32
30
32
32
34
32
33
32
30
29
29
28
31
32
32
32
30
31
29
31
31
32
32
32
32
32
32
31
31
34
31
32
30
27
30
32
34
34
34
33
34
34
33
33
35
33
32
33
31
32
33
35
33
32
33
31
32
33
35
32
33
34
33
32
34
32
33
33
34
33
32
31
33
33
32
33
33
34
34
34
34
35
33
34
35
35
34
34
35
33
34
35
35
32
34
34
35
36
36
36
36
36
33
34
36
33
34
34
31
33
34
34
34
35
35
36
34
34
32
34
35
34
34
35
34
33
35
35
36
36
34
37
35
36
37
36
36
35
35
37
36
36
36
36
36
36
37
32
34
34
35
36
37
37
36
37
34
35
36
37
37
36
37
36
37
37
37
38
36
36
33
33
31
32
31
33
34
34
33
34
33
33
34
35
33
32
31
34
34
35
33
33
32
31
34
34
35
33
34
32
33
33
34
33
34
35
34
34
35
34
34
35
34
33
32
34
32
32
32
31
31
30
32
32
32
33
32
29
30
31
32
31
30
29
33
34
33
33
34
34
35
34
34
33
34
34
32
32
34
34
34
34
34
35
35
35
34
