Temp
28.0
30.0
32.0
32.0
32.0
32.0
33.0
33.0
33.0
33.0
33.0
32.0
32.0
32.0
32.0
33.0
35.0
34.0
34.0
33.0
33.0
34.0
33.0
32.0
32.0
32.0
31.0
31.0
33.0
33.0
33.0
32.0
32.0
32.0
31.0
31.0
32.0
34.0
34.0
33.0
34.0
34.0
32.0
33.0
32.0
33.0
33.0
34.0
33.0
33.0
34.0
33.0
32.0
34.0
34.0
33.0
32.0
32.0
34.0
33.0
32.0
35.0
35.0
35.0
32.0
33.0
33.0
34.0
34.0
31.0
35.0
32.0
33.0
33.0
34.0
34.0
31.0
34.0
34.0
35.0
35.0
34.0
35.0
34.0
35.0
35.0
35.0
34.0
33.0
33.0
34.0
33.0
33.0
32.0
35.0
34.0
34.0
35.0
33.0
34.0
34.0
36.0
36.0
34.0
35.0
35.0
35.0
34.0
36.0
33.0
33.0
34.0
32.0
34.0
34.0
34.0
31.0
32.0
32.0
33.0
35.0
35.0
33.0
34.0
34.0
34.0
33.0
32.0
33.0
34.0
34.0
32.0
34.0
34.0
34.0
34.0
28.0
32.0
31.0
31.0
34.0
34.0
34.0
28.0
32.0
31.0
31.0
33.0
33.0
34.0
34.0
32.0
31.0
32.0
33.0
34.0
33.0
34.0
29.0
33.0
33.0
32.0
32.0
34.0
32.0
33.0
33.0
32.0
34.0
33.0
32.0
33.0
32.0
30.0
32.0
34.0
33.0
32.0
33.0
32.0
30.0
32.0
33.0
32.0
32.0
31.0
32.0
33.0
33.0
33.0
32.0
30.0
32.0
33.0
31.0
31.0
31.0
30.0
32.0
33.0
33.0
33.0
33.0
34.0
34.0
31.0
32.0
31.0
31.0
33.0
33.0
34.0
34.0
33.0
33.0
31.0
34.0
32.0
32.0
33.0
34.0
33.0
34.0
33.0
34.0
31.0
34.0
31.0
30.0
30.0
31.0
29.0
31.0
30.0
31.0
26.0
30.0
32.0
32.0
32.0
32.0
29.0
30.0
30.0
32.0
32.0
32.0
32.0
29.0
30.0
30.0
32.0
32.0
32.0
34.0
32.0
31.0
31.0
31.0
30.0
32.0
32.0
32.0
32.0
29.0
30.0
32.0
33.0
34.0
33.0
32.0
31.0
34.0
34.0
34.0
33.0
33.0
33.0
32.0
34.0
34.0
31.0
33.0
33.0
32.0
29.0
26.0
28.0
27.0
28.0
28.0
26.0
28.0
28.0
32.0
29.0
32.0
31.0
30.0
32.0
31.0
27.0
32.0
32.0
32.0
32.0
31.0
31.0
32.0
33.0
30.0
28.0
30.0
31.0
32.0
32.0
33.0
30.0
28.0
30.0
31.0
32.0
31.0
31.0
32.0
31.0
32.0
33.0
33.0
34.0
33.0
33.0
34.0
26.0
33.0
33.0
32.0
32.0
32.0
30.0
31.0
30.0
32.0
33.0
32.0
33.0
33.0
31.0
32.0
32.0
33.0
32.0
33.0
33.0
31.0
32.0
32.0
32.0
33.0
32.0
28.0
25.0
30.0
32.0
31.0
32.0
31.0
32.0
32.0
32.0
30.0
32.0
32.0
34.0
32.0
33.0
32.0
30.0
29.0
29.0
28.0
31.0
32.0
32.0
32.0
30.0
31.0
29.0
31.0
31.0
32.0
32.0
32.0
32.0
32.0
32.0
31.0
31.0
34.0
31.0
32.0
30.0
27.0
30.0
32.0
34.0
34.0
34.0
33.0
34.0
34.0
33.0
33.0
35.0
33.0
32.0
33.0
31.0
32.0
33.0
35.0
33.0
32.0
33.0
31.0
32.0
33.0
35.0
32.0
33.0
34.0
33.0
32.0
34.0
32.0
33.0
33.0
34.0
33.0
32.0
31.0
33.0
33.0
32.0
33.0
33.0
34.0
34.0
34.0
34.0
35.0
33.0
34.0
35.0
35.0
34.0
34.0
35.0
33.0
34.0
35.0
35.0
32.0
34.0
34.0
35.0
36.0
36.0
36.0
36.0
36.0
33.0
34.0
36.0
33.0
34.0
34.0
31.0
33.0
34.0
34.0
34.0
35.0
35.0
36.0
34.0
34.0
32.0
34.0
35.0
34.0
34.0
35.0
34.0
33.0
35.0
35.0
36.0
36.0
34.0
37.0
35.0
36.0
37.0
36.0
36.0
35.0
35.0
37.0
36.0
36.0
36.0
36.0
36.0
36.0
37.0
32.0
34.0
34.0
35.0
36.0
37.0
37.0
36.0
37.0
34.0
35.0
36.0
37.0
37.0
36.0
37.0
36.0
37.0
37.0
37.0
38.0
36.0
36.0
33.0
33.0
31.0
32.0
31.0
33.0
34.0
34.0
33.0
34.0
33.0
33.0
34.0
35.0
33.0
32.0
31.0
34.0
34.0
35.0
33.0
33.0
32.0
31.0
34.0
34.0
35.0
33.0
34.0
32.0
33.0
33.0
34.0
33.0
34.0
35.0
34.0
34.0
35.0
34.0
34.0
35.0
34.0
33.0
32.0
34.0
32.0
32.0
32.0
31.0
31.0
30.0
32.0
32.0
32.0
33.0
32.0
29.0
30.0
31.0
32.0
31.0
30.0
29.0
33.0
34.0
33.0
33.0
34.0
34.0
35.0
34.0
34.0
33.0
34.0
34.0
32.0
32.0
34.0
34.0
34.0
34.0
34.0
35.0
35.0
35.0
34.0
35.0
34.0
35.0
32.0
35.0
35.0
34.0
35.0
34.0
35.0
32.0
30.0
32.0
32.0
32.0
31.0
32.0
33.0
33.0
33.0
33.0
33.0
32.0
31.0
30.0
26.0
28.0
30.0
32.0
33.0
33.0
33.0
32.0
33.0
32.0
32.0
32.0
33.0
33.0
32.0
33.0
32.0
32.0
32.0
33.0
33.0
34.0
34.0
33.0
34.0
34.0
34.0
33.0
33.0
30.0
33.0
33.0
31.0
34.0
35.0
31.0
34.0
31.0
33.0
34.0
33.0
33.0
33.0
29.0
31.0
32.0
31.0
30.0
31.0
31.0
33.0
32.0
32.0
33.0
30.0
32.0
32.0
31.0
31.0
33.0
32.0
32.0
31.0
31.0
31.0
32.0
32.0
29.0
33.0
33.0
31.0
28.0
32.0
33.0
33.0
32.0
33.0
33.0
34.0
34.0
32.0
29.0
32.0
32.0
33.0
34.0
34.0
32.0
29.0
32.0
32.0
32.0
33.0
34.0
32.0
32.0
32.0
31.0
29.0
27.0
31.0
32.0
31.0
31.0
31.0
30.0
31.0
27.0
29.0
31.0
32.0
31.0
30.0
30.0
31.0
31.0
31.0
32.0
33.0
30.0
30.0
31.0
31.0
31.0
32.0
33.0
33.0
30.0
